  0.61616E+00  0.10000E-01  0.33389E+00 -0.31977E-02
  0.62626E+00  0.10000E-01  0.33070E+00 -0.31168E-02
  0.63636E+00  0.10000E-01  0.32759E+00 -0.30394E-02
  0.64646E+00  0.10000E-01  0.32456E+00 -0.29653E-02
  0.65657E+00  0.10000E-01  0.32160E+00 -0.28942E-02
  0.66667E+00  0.10000E-01  0.31872E+00 -0.28261E-02
  0.67677E+00  0.10000E-01  0.31590E+00 -0.27607E-02
  0.68687E+00  0.10000E-01  0.31314E+00 -0.26979E-02
  0.69697E+00  0.10000E-01  0.31045E+00 -0.26376E-02
  0.70707E+00  0.10000E-01  0.30781E+00 -0.25796E-02
  0.71717E+00  0.10000E-01  0.30524E+00 -0.25237E-02
  0.72727E+00  0.10000E-01  0.30272E+00 -0.24699E-02
  0.73737E+00  0.10000E-01  0.30025E+00 -0.24181E-02
  0.74747E+00  0.10000E-01  0.29783E+00 -0.23682E-02
  0.75758E+00  0.10000E-01  0.29546E+00 -0.23200E-02
  0.76768E+00  0.10000E-01  0.29314E+00 -0.22735E-02
  0.77778E+00  0.10000E-01  0.29087E+00 -0.22286E-02
  0.78788E+00  0.10000E-01  0.28864E+00 -0.21853E-02
  0.79798E+00  0.10000E-01  0.28646E+00 -0.21434E-02
  0.80808E+00  0.10000E-01  0.28431E+00 -0.21028E-02
  0.81818E+00  0.10000E-01  0.28221E+00 -0.20636E-02
  0.82828E+00  0.10000E-01  0.28014E+00 -0.20256E-02
  0.83838E+00  0.10000E-01  0.27812E+00 -0.19889E-02
  0.84848E+00  0.10000E-01  0.27613E+00 -0.19532E-02
  0.85859E+00  0.10000E-01  0.27417E+00 -0.19187E-02
  0.86869E+00  0.10000E-01  0.27225E+00 -0.18852E-02
  0.87879E+00  0.10000E-01  0.27036E+00 -0.18527E-02
  0.88889E+00  0.10000E-01  0.26851E+00 -0.18212E-02
  0.89899E+00  0.10000E-01  0.26668E+00 -0.17906E-02
  0.90909E+00  0.10000E-01  0.26489E+00 -0.17609E-02
  0.91919E+00  0.10000E-01  0.26313E+00 -0.17320E-02
  0.92929E+00  0.10000E-01  0.26139E+00 -0.17040E-02
  0.93939E+00  0.10000E-01  0.25969E+00 -0.16767E-02
  0.94949E+00  0.10000E-01  0.25801E+00 -0.16501E-02
  0.95960E+00  0.10000E-01  0.25635E+00 -0.16243E-02
  0.96970E+00  0.10000E-01  0.25472E+00 -0.15992E-02
  0.97980E+00  0.10000E-01  0.25312E+00 -0.15747E-02
  0.98990E+00  0.10000E-01  0.25154E+00 -0.15509E-02
  0.10000E+01  0.10000E-01  0.24999E+00 -0.15277E-02
